original_title,cast,director,runtime,genres,production_companies,release_year,budget,revenue
Reservation Road,Joaquin Phoenix|Jennifer Connelly|Elle Fanning|Sean Curley|Mark Ruffalo,Terry George,102,Drama|Crime|Thriller,Nick Wechsler/Miracle Pictures|Volume One Entertainment,2007,0,0
Broken,Tim Roth|Eloise Laurence|Cillian Murphy|Zana MarjanoviÄ‡|Robert Emms,Rufus Norris,91,Drama,BBC Films|Bill Kenwright Films,2012,0,0
The Man with the Iron Fists 2,RZA|Dustin Nguyen|Eugenia Yuan|Pim Bubear|Cary-Hiroyuki Tagawa,Roel ReinÃ©,90,Action,Living Films|Arcade Pictures|Iron Fists,2015,0,0
Killer Joe,Matthew McConaughey|Emile Hirsch|Thomas Haden Church|Gina Gershon|Juno Temple,William Friedkin,102,Drama|Thriller,Voltage pictures|Worldview Entertainment|ANA Media|Picture Perfect (I),2011,9693980426,3552910715
Confessions of a Dangerous Mind,Sam Rockwell|Drew Barrymore|Julia Roberts|Rutger Hauer|Brad Pitt,George Clooney,113,Comedy|Crime|Drama|Romance|Thriller,Miramax Films|Allied Filmmakers|Mad Chance,2002,3636784181,4002136126
The Libertine,Johnny Depp|Samantha Morton|John Malkovich|Rosamund Pike|Paul Ritter,Laurence Dunmore,114,Drama|Romance,First Choice Films|Isle of Man Film,2004,0,0
Last Holiday,Queen Latifah|LL Cool J|Timothy Hutton|Giancarlo Esposito|Alicia Witt,Wayne Wang,112,Adventure|Comedy|Drama,Paramount Pictures,2006,4867511212,4153605349
A Midsummer Night's Sex Comedy,Woody Allen|Mia Farrow|Julie Hagerty|Tony Roberts|Mary Steenburgen,Woody Allen,88,Comedy|Romance,Orion Pictures,1982,0,0
In the Cut,Meg Ryan|Mark Ruffalo|Jennifer Jason Leigh|Nick Damici|Heather Litteer,Jane Campion,119,Thriller|Mystery,Pathe Productions|Red Turtle,2003,1422423174,2726311083
Dangerous Liaisons,Glenn Close|John Malkovich|Michelle Pfeiffer|Swoosie Kurtz|Keanu Reeves,Stephen Frears,119,Drama|Romance,Lorimar Film Entertainment|Warner Bros.|NFH Productions,1988,2581447432,6392902937
Can't Buy Me Love,Patrick Dempsey|Seth Green|Gerardo MejÃ­a|Courtney Gains|Sharon Farrell,Steve Rash,94,Drama|Comedy|Romance|Family,Apollo Pictures|Touchstone Pictures|Silver Screen Partners II,1987,3454344789,6068867929
7 Seconds,Wesley Snipes|Tamzin Outhwaite|Deobia Oparei|Georgina Rylance|Pete Lee-Wilson,Simon Fellows,96,Action|Crime|Thriller,Andrew Stevens Entertainment,2005,1451532277,0
Bad Johnson,Cam Gigandet|Katherine Cunningham|Jamie Chung|Nick Thune|Holly Houk,Huck Botko,88,Fantasy|Comedy,2DS Productions|Roman Empire,2014,0,0
Roxanne,Steve Martin|Daryl Hannah|Rick Rossovich|Shelley Duvall|John Kapelos,Fred Schepisi,107,Comedy|Romance,Columbia Pictures|IndieProd Company Productions|L.A. Films,1987,0,7686086801
Very Good Girls,Dakota Fanning|Elizabeth Olsen|Boyd Holbrook|Demi Moore|Richard Dreyfuss,Naomi Foner Gyllenhaal,91,Drama,Groundswell Productions|Herrick Productions,2013,0,0
The Rules of Attraction,James Van Der Beek|Shannyn Sossamon|Ian Somerhalder|Jessica Biel|Kate Bosworth,Roger Avary,110,Romance|Comedy|Drama,Kingsgate Films,2002,4849045574,0
Miracle Mile,Anthony Edwards|Mare Winningham|John Agar|Lou Hancock|Mykelti Williamson,Steve De Jarnatt,87,Science Fiction|Thriller,Hemdale Film|Miracle Mile Productions Inc.,1989,5276954817,2014748385
Quarantine,Jennifer Carpenter|Steve Harris|Jay Hernandez|Johnathon Schaech|Columbus Short,John Erick Dowdle,89,Horror|Science Fiction|Thriller,Vertigo Entertainment|Screen Gems|Andale Pictures,2008,1215343961,4137782228
Bottle Rocket,Luke Wilson|Owen Wilson|Lumi Cavazos|Andrew Wilson|Robert Musgrave,Wes Anderson,91,Comedy|Crime|Drama,Gracie Films|Columbia Pictures Corporation,1996,9731517173,7786172988
Dracula 2000,Gerard Butler|Christopher Plummer|Jonny Lee Miller|Justine Waddell|Jennifer Esposito,Patrick Lussier,99,Horror|Thriller,Neo Art & Logic|Dimension Films|Wes Craven Films,2000,354561792,4178806651
Turner & Hooch,Tom Hanks|Mare Winningham|Craig T. Nelson|Scott Paulin|John McIntire,Roger Spottiswoode,100,Action|Comedy|Thriller|Crime|Family,Silver Screen Partners III|Touchstone Pictures,1989,0,125028500
My Stepmother is an Alien,Dan Aykroyd|Kim Basinger|Jon Lovitz|Alyson Hannigan|Seth Green,Richard Benjamin,108,Comedy|Science Fiction,Weintraub Entertainment Group|The Catalina Production Group,1988,3687782046,2554526623
The Cook the Thief His Wife & Her Lover,Helen Mirren|Michael Gambon|Tim Roth|Richard Bohringer|Alan Howard,Peter Greenaway,125,Foreign|Crime|Drama,Elsevira|Erbograph Co.|Vendex,1989,0,0
Spies Like Us,Chevy Chase|Dan Aykroyd|Steve Forrest|Donna Dixon|Bruce Davison,John Landis,102,Comedy|Adventure,Warner Bros.|AAR Films,1985,0,0
The Rage: Carrie 2,Emily Bergl|Jason London|Amy Irving|J. Smith-Cameron|Dylan Bruno,Katt Shea,104,Horror|Thriller|Science Fiction,United Artists|Red Bank Films,1999,2749010978,2325231954
Northmen: A Viking Saga,Ryan Kwanten|James Norton|Ed Skrein|Tom Hopper|Charlie Murphy,Claudio FÃ¤h,97,Adventure,Jumping Horse Film|Elite Filmproduktion|Two Oceans Production (TOP),2014,0,0
L.A. Story,Steve Martin|Sarah Jessica Parker|Victoria Tennant|Richard E. Grant|Marilu Henner,Mick Jackson,95,Comedy|Drama|Fantasy|Romance,TriStar Pictures|L.A. Films|Carolco Pictures,1991,0,0
Wolves,Jason Momoa|Lucas Till|John Pyper-Ferguson|Stephen McHattie|Merritt Patterson,David Hayter,90,Horror|Action,Copperheart Entertainment|Entertainment One|Dark Hero Studios,2014,1657963891,0
Coneheads,Robert Knott|Dan Aykroyd|Jane Curtin|Sinbad|Phil Hartman,Steve Barron,88,Comedy|Science Fiction|Family,Paramount Pictures,1993,0,0
Capricorn One,Elliott Gould|James Brolin|Brenda Vaccaro|Sam Waterston|O.J. Simpson,Peter Hyams,123,Drama|Action|Thriller|Science Fiction,Associated General Films|Incorporated Television Company (ITC),1978,1671350347,0
Cry-Baby,Johnny Depp|Amy Locane|Polly Bergen|Susan Tyrrell|Traci Lords,John Waters,85,Music|Comedy,Imagine Entertainment|Universal Pictures,1990,1835788394,1379568777
St. Trinian's,Talulah Riley|Rupert Everett|Jodie Whittaker|Gemma Arterton|Juno Temple,Barnaby Thompson|Oliver Parker,101,Comedy|Family|Science Fiction,Ealing Studios|Fragile Films|Entertainment Film Distributors,2007,0,0
Chaos Theory,Ryan Reynolds|Emily Mortimer|Stuart Townsend|Sarah Chalke|Mike Erwin,Marcos Siega,87,Comedy|Drama|Romance,Castle Rock Entertainment,2008,0,2435508786
Justice League: The New Frontier,David Boreanaz|Neil Patrick Harris|Brooke Shields|Jeremy Sisto|Kyle MacLachlan,Dave Bullock,75,Action|Adventure|Animation|Science Fiction,Warner Bros. Entertainment|DC Comics,2008,3544753218,5298016518
Adventureland,Jesse Eisenberg|Kristen Stewart|Martin Starr|Kristen Wiig|Bill Hader,Greg Mottola,107,Comedy,Miramax Films|Sidney Kimmel Entertainment|This Is That Productions,2009,9655804124,1744588023
Santa's Slay,Bill Goldberg|Douglas Smith|Emilie de Ravin|Robert Culp|Dave Thomas,David Steiman,78,Comedy|Fantasy|Horror,Rat Entertainment,2005,0,0
Irma la Douce,Jack Lemmon|Shirley MacLaine|Lou Jacobi|Cliff Osmond|Bruce Yarnell,Billy Wilder,135,Comedy|Romance,The Mirisch Corporation|Phalanx Productions,1963,0,0
The Last Kiss,Zach Braff|Jacinda Barrett|Casey Affleck|Rachel Bilson|Michael Weston,Tony Goldwyn,115,Comedy|Drama|Romance,Lakeshore Entertainment|Mel's Cite du Cinema,2006,2163338317,0
Arlington Road,Jeff Bridges|Tim Robbins|Joan Cusack|Hope Davis|Robert Gossett,Mark Pellington,117,Drama|Thriller|Mystery,Lakeshore Entertainment|Screen Gems|Arlington Road Productions Corporation|Gorai / Samuelson Productions|Samuelson Productions,1999,281446362,0
Foul Play,Chevy Chase|Goldie Hawn|Burgess Meredith|Eugene Roche|Dudley Moore,Colin Higgins,116,Comedy|Mystery|Thriller,Paramount Pictures|Miller-Milkis Productions|Shelburne Associates,1978,0,0
Extract,Jason Bateman|Mila Kunis|Kristen Wiig|Ben Affleck|J.K. Simmons,Mike Judge,92,Comedy,Miramax Films,2009,8131203473,1102670775
Rudolph the Red-Nosed Reindeer: The Movie,Eric Pospisil|Kathleen Barr|John Goodman|Whoopi Goldberg|Debbie Reynolds,William R. Kowalchuk Jr.,83,Family|Animation,,1998,0,0
The 300 Spartans,Richard Egan|Ralph Richardson|Diane Baker|Barry Coe|David Farrar,Rudolph MatÃ©,114,Drama|Action|History,,1962,0,0
Yentl,Barbra Streisand|Mandy Patinkin|Amy Irving|Nehemiah Persoff|Steven Hill,Barbra Streisand,132,Music|Drama|Romance,United Artists|Barwood Films|Ladbroke,1983,2627174397,6655508473
Elling,Per Christian Ellefsen|Sven Nordin|JÃ¸rgen Langhelle|Marit Pia Jacobsen|Per Christensen,Petter NÃ¦ss,89,Comedy|Drama,Maipo Film- og TV Produksjon,2001,0,0
Small Fry,Lori Alan|Carlos Alazraqui|Tim Allen|Bob Bergen|Blake Clark,Angus MacLane,7,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,2011,0,0
My Little Eye,Sean Cw Johnson|Kris Lemche|Stephen O'Reilly|Laura Regan|Jennifer Sky,Marc Evans,95,Horror|Thriller,Universal Pictures|StudioCanal|Working Title Films|WT2 Productions|imX Communications,2002,3636784181,0
Escape to Witch Mountain,Kim Richards|Ray Milland|Donald Pleasence|Eddie Albert|Ike Eisenmann,John Hough,97,Adventure|Fantasy|Science Fiction|Family,Walt Disney Productions,1975,0,8103642344
If Only,Jennifer Love Hewitt|Paul Nicholls|Tom Wilkinson|Diana Hardcastle|Lucy Davenport,Gil Junger,92,Fantasy|Drama|Romance,Intermedia Films|Tapestry Films|Box Film|Outlaw Productions (I)|Love Spell Entertainment,2004,0,0
Dog Pound,Adam Butcher|Shane Kippel|Mateo Morales|Taylor Poulin|Slim Twig,Kim Chapiron,91,Drama,Angoa-Agicoa|TÃ©lÃ©film Canada|Mars Films|Partizan|Canal+,2010,0,430041
James and the Giant Peach,Miriam Margolyes|Joanna Lumley|Pete Postlethwaite|Susan Sarandon|Richard Dreyfuss,Henry Selick,79,Adventure|Animation|Family,Walt Disney Pictures|Allied Filmmakers,1996,5282823608,4020682532
Head in the Clouds,Charlize Theron|PenÃ©lope Cruz|Stuart Townsend|Thomas Kretschmann|Peter Cockett,John Duigan,121,Drama|Romance|War,Spice Factory|Movision|Remstar Productions|Dakota Films,2004,0,0
Camille redouble,NoÃ©mie Lvovsky|Samir Guesmi|Mathieu Amalric|Judith Chemla|India Hair,NoÃ©mie Lvovsky,115,Comedy|Romance,CinÃ©@|F Comme Film,2012,0,0
LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,Mark Hamill|Troy Baker|Nolan North|Josh Keaton|Khary Payton,Rick Morales,67,Action|Adventure|Animation|Family,Warner Bros. Animation,2015,0,0
Muppet Treasure Island,Tim Curry|Kevin Bishop|Jennifer Saunders|Billy Connolly|Dave Goelz,Brian Henson,100,Action|Comedy|Music|Family|Adventure,Walt Disney Pictures|Jim Henson Productions|Jim Henson Company The,1996,0,4772251357
Starlet,Dree Hemingway|Besedka Johnson|Stella Maeve|James Ransone|Karren Karagulian,Sean Baker,103,Drama,,2012,0,0
Emma,Gwyneth Paltrow|Toni Collette|Alan Cumming|Ewan McGregor|Jeremy Northam,Douglas McGrath,121,Comedy|Drama|Romance,Miramax Films|Haft Entertainment|Matchmaker Films,1996,8341300434,3090682309
Damage,Jeremy Irons|Juliette Binoche|Miranda Richardson|Rupert Graves|Peter Stormare,Louis Malle,111,Drama|Romance,New Line Cinema,1992,0,117063264
Gia,Angelina Jolie|Elizabeth Mitchell|Eric Michael Cole|Kylie Travis|Mercedes Ruehl,Michael Cristofer,120,Drama|Romance,HBO Pictures,1998,0,0
TRON: The Next Day,Bruce Boxleitner|Jeff Bridges|Paul Dzenkiw|Garrett Hedlund|Dan Shor,Kurt Mattila,10,Science Fiction|Thriller,Walt Disney Pictures,2011,0,0
Pathology,Milo Ventimiglia|Alyssa Milano|Michael Weston|Lauren Lee Smith|Johnny Whitworth,Marc SchÃ¶lermann,95,Crime|Horror|Thriller,Lakeshore Entertainment|Metro-Goldwyn-Mayer (MGM)|Camelot Pictures,2008,810229307,0
Scooby-Doo! The Mystery Begins,Frank Welker|Hayley Kiyoko|Kate Melton|Nick Palatas|Robbie Amell,Brian Levant,82,Mystery|Animation|Comedy|Fantasy,Warner Premiere,2009,0,0
The Gathering,Christina Ricci|Ioan Gruffudd|Stephen Dillane|Kerry Fox|Robert Hardy,Brian Gilbert,92,Horror|Thriller,Granada Film Productions|Isle of Man Film|Isle of Man Film Commission|Samuelson Productions,2003,0,0
Happiness,Jane Adams|Jon Lovitz|Philip Seymour Hoffman|Dylan Baker|Evan Silverberg,Todd Solondz,139,Comedy|Drama,Killer Films|Good Machine,1998,4013086407,3755432883
Death Wish 3,Charles Bronson|Deborah Raffin|Ed Lauter|Martin Balsam|Gavin O'Herlihy,Michael Winner,92,Adventure|Drama|Action|Thriller|Crime,Cannon Group,1985,0,0
Hannah and Her Sisters,Woody Allen|Michael Caine|Mia Farrow|Carrie Fisher|Barbara Hershey,Woody Allen,107,Comedy|Drama,Orion Pictures,1986,1273220103,7974344814
Defendor,Woody Harrelson|Kat Dennings|Elias Koteas|Sandra Oh|Clark Johnson,Peter Stebbings,101,Drama|Action|Comedy|Crime,Alliance Films|Darius Films|Insight Film Releasing,2009,3557401519,451911961
Upstream Color,Amy Seimetz|Shane Carruth|Andrew Sensenig|Thiago Martins|Carolyn King,Shane Carruth,96,Drama|Science Fiction,erbp,2013,9360333527,4156905399
Joe Kidd,Clint Eastwood|Robert Duvall|John Saxon|Don Stroud|Stella Garcia,John Sturges,88,Western,Universal Pictures|Malpaso Productions,1972,0,330081707
Roald Dahl's Esio Trot,James Corden|Dustin Hoffman|Judi Dench|Lara Rossi|Jimmy Akingbola,Dearbhla Walsh,87,Comedy,British Broadcasting Corporation (BBC)|Endor Productions,2014,0,0
Where the Truth Lies,Kevin Bacon|Colin Firth|Alison Lohman|David Hayman|Rachel Blanchard,Atom Egoyan,107,Drama|Mystery|Thriller,Serendipity Point Films,2005,2791408224,0
Bringing Down The House,Steve Martin|Queen Latifah|Eugene Levy|Joan Plowright|Jean Smart,Adam Shankman,105,Comedy,Hyde Park Films|Touchstone Pictures,2003,237070529,1572671387
Network,Faye Dunaway|William Holden|Peter Finch|Robert Duvall|Wesley Addy,Sidney Lumet,121,Drama,United Artists|Metro-Goldwyn-Mayer (MGM),1976,1456045251,90772455
Crown for Christmas,Danica McKellar|Rupert Penry-Jones|Ellie Botterill|Pavel Douglas|Colin McFarlane,Alex Zamm,84,TV Movie,,2015,0,0
Recoil,Danny Trejo|Serinda Swan|Steve Austin|Lochlyn Munro|Noel Gugliemi,Terry Miles,94,Action,NGN Productions|Nasser Group North|Caliber Media Company,2011,0,0
Michael Clayton,George Clooney|Tom Wilkinson|Tilda Swinton|Sydney Pollack|Michael O'Keefe,Tony Gilroy,119,Drama|Mystery|Crime,Castle Rock Entertainment|Mirage Enterprises|Section Eight Productions,2007,2629171457,9779659131
Dead Man Down,Colin Farrell|Noomi Rapace|Terrence Howard|Dominic Cooper|Isabelle Huppert,Niels Arden Oplev,118,Thriller|Action|Crime|Drama,Original Film|WWE Studios,2013,0,1691837134
Private Resort,Johnny Depp|Rob Morrow|HÃ©ctor Elizondo|Andrew Dice Clay|Karyn O'Bryan,George Bowers,82,Comedy,TriStar Pictures,1985,0,6726461308
Beauty and the Beast,Estella Warren|Rhett Giles|Victor Parascos|Vanessa Gray|Tony Bellette,David Lister,90,Fantasy,Limelight Productions,2009,0,0
Lars and the Real Girl,Ryan Gosling|Emily Mortimer|Paul Schneider|Kelli Garner|Lauren Ash,Craig Gillespie,106,Comedy|Romance|Drama,Sidney Kimmel Entertainment|Metro-Goldwyn-Mayer (MGM)|Lars Productions,2007,1262002299,1187719056
Grease 2,Maxwell Caulfield|Michelle Pfeiffer|Lorna Luft|Maureen Teefy|Pamela Adlon,Patricia Birch,115,Comedy|Drama|Family|Music|Romance,Paramount Pictures,1982,2982727971,3428211048
The Dream Team,Michael Keaton|Christopher Lloyd|Peter Boyle|Stephen Furst|Lorraine Bracco,Howard Zieff,113,Comedy,Universal Pictures,1989,0,0
The Weight of Water,Sean Penn|Catherine McCormack|Elizabeth Hurley|Sarah Polley|Josh Lucas,Kathryn Bigelow,113,Crime|Drama|Mystery,StudioCanal|Miracle Pictures|Palomar Pictures (II)|Manifest Film Company,2000,2026067383,1381904584
Big Mommas: Like Father Like Son,Portia Doubleday|Martin Lawrence|Brandon T. Jackson|Mari Morrow|Faizon Love,John Whitesell,107,Crime|Comedy|Action,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|The Collective Studios|Runteldat Entertainment,2011,3102073736,8105661866
Beethoven's 2nd,Charles Grodin|Bonnie Hunt|Nicholle Tom|Christopher Castile|Sarah Rose Karr,Rod Daniel,89,Family|Comedy,Universal Pictures|Northern Lights Entertainment,1993,2264204943,1784843563
In Good Company,Topher Grace|Scarlett Johansson|Dennis Quaid|Marg Helgenberger|David Paymer,Paul Weitz,109,Comedy|Drama|Romance,Depth of Field,2004,0,0
Spare Parts,Carlos PenaVega|George Lopez|Jamie Lee Curtis|Marisa Tomei|David Del Rio,Sean McNamara,83,Action|Drama|Family,Brookwell-McNamara Entertainment|Pantelion Film|Televisa|Circle of Confusion,2015,0,0
Control,Ray Liotta|Willem Dafoe|Michelle Rodriguez|Stephen Rea,Tim Hunter,98,Action|Thriller,Millennium Films|Arc Productions|Emmett/Furla Films,2004,7850228719,0
Final Analysis,Richard Gere|Kim Basinger|Uma Thurman|Eric Roberts|Paul Guilfoyle,Phil Joanou,117,Drama|Thriller|Romance,Warner Bros.,1992,0,4443058686
Othello,Laurence Fishburne|IrÃ¨ne Jacob|Kenneth Branagh|Nathaniel Parker|Indra OvÃ©,Oliver Parker,123,Drama,Columbia Pictures|Castle Rock Entertainment,1995,0,0
Best in Show,Jay Brazeau|Parker Posey|Michael Hitchcock|Catherine O'Hara|Eugene Levy,Christopher Guest,90,Comedy,Castle Rock Entertainment,2000,0,0
One Missed Call,Shannyn Sossamon|Edward Burns|Ana Claudia TalancÃ³n|Ray Wise|Azura Skye,Eric Valette,87,Horror|Mystery|Thriller,Warner Bros. Pictures|Intermedia Films|Alcon Entertainment|Kadokawa Pictures|Equity Pictures Medienfonds GmbH & Co. KG IV,2008,2025573268,0
Dead Man Running,50 Cent|Tamer Hassan|Danny Dyer|Blake Ritson|EsmÃ© Bianco,Alex De Rakoff,92,Action|Crime|Drama|Thriller,Next Generation TV & Film|P&T Productions,2009,0,0
Hellraiser: Hellseeker,Dean Winters|Ashley Laurence|Rachel Hayward|Sarah-Jane Redmond|Doug Bradley,Rick Bota,89,Horror|Thriller|Mystery,Miramax Films|Neo Art & Logic|Dimension Films|Cold Day Ltd.,2002,3636784181,0
Fried Green Tomatoes,Kathy Bates|Mary-Louise Parker|Jessica Tandy|Cicely Tyson|Mary Stuart Masterson,Jon Avnet,130,Drama|Comedy,Universal Pictures,1991,1761202126,1912001071
Emperor,Matthew Fox|Tommy Lee Jones|Eriko Hatsune|Masayoshi Haneda|Kaori Momoi,Peter Webber,105,Drama|History|War,Krasnoff Foster Productions|United Performers' Studio|Fellers Film,2012,0,3178096048
The World Made Straight,Haley Joel Osment|Minka Kelly|Noah Wyle|Jeremy Irvine|Adelaide Clemens,David Burris,119,Drama,Myriad Pictures|Dreambridge Films|Bifrost Pictures,2015,0,0
Love Marilyn,Elizabeth Banks|Lindsay Lohan|Evan Rachel Wood|Uma Thurman|Ben Foster,Liz Garbus,105,Documentary,StudioCanal|Diamond Girl Productions|Sol's Luncheonette,2012,0,0
Last Shift,Juliana Harkavy|Joshua Mikel|J. Larose|Natalie Victoria|Sarah Sculco,Anthony DiBlasi,88,Horror|Thriller,Skyra Entertainment,2015,0,0
American Virgin,Rob Schneider|Jenna Dewan|Chase Ryan Jeffery|Brianne Davis|Elan Moss-Bachrach,Clare Kilner,82,Comedy,Tax Credit Finance|Domain Entertainment Michigan,2009,0,0
Stuart: A Life Backwards,Tom Hardy|Benedict Cumberbatch|Nicola Duffett|Claire-Louise Cordwell|Edna DorÃ©,David Attwood,92,Drama,,2007,0,0
Deadgirl,Shiloh Fernandez|Noah Segan|Michael Bowen|Candice King|Andrew DiPalma,Marcel Sarmiento|Gadi Harel,101,Romance|Horror|Thriller,Hollywoodmade,2008,0,0
16 Wishes,Debby Ryan|Jean-Luc Bilodeau|Keenan Tracey|Anna Mae Routledge|Kendall Cross,Peter DeLuise,90,Fantasy|Drama|Family,Disney Channel|Marvista Entertainment,2010,0,0
Forever Young,Mel Gibson|Jamie Lee Curtis|Elijah Wood|Isabel Glasser|George Wendt,Steve Miner,102,Adventure|Fantasy|Drama|Science Fiction|Romance,Icon Entertainment International|Warner Bros.,1992,0,1989151046
Meatballs,Bill Murray|Harvey Atkin|Kate Lynch|Russ Banham|Kristine DeBell,Ivan Reitman,92,Comedy,Canadian Film Development Corporation (CFDC)|Famous Players,1979,0,0
Cross of Iron,James Coburn|Maximilian Schell|James Mason|David Warner|Klaus LÃ¶witsch,Sam Peckinpah,132,Drama|Action|History|War,ITC Entertainment|Terra-Filmkunst|EMI Films|Rapid Film,1977,215866862,0
The Pick-up Artist,Molly Ringwald|Robert Downey Jr.|Dennis Hopper|Danny Aiello|Harvey Keitel,James Toback,81,Romance|Comedy|Crime|Drama,Twentieth Century Fox Film Corporation|Amercent Films|American Entertainment Partners L.P.,1987,2878620657,2550528524
The Philadelphia Experiment,Ryan Robbins|Nicholas Lea|Malcolm McDowell|Emilie Ullerup|Michael ParÃ©,Paul Ziller,85,Adventure|Science Fiction|Thriller|Mystery,Cinetel Films|Reel One Entertainment,2012,0,0
Porky's,Dan Monahan|Mark Herrier|Wyatt Knight|Cyril O'Reilly|Tony Ganios,Bob Clark,94,Comedy,Melvin Simon Productions|Astral Bellevue PathÃ©,1981,9592763219,3015203522
Cop Land,Sylvester Stallone|Harvey Keitel|Ray Liotta|Robert De Niro|Peter Berg,James Mangold,104,Action|Crime|Drama,Miramax Films|Across the River Productions|Woods Entertainment,1997,2037690482,6094350096
The Villain,Kirk Douglas|Ann-Margret|Arnold Schwarzenegger|Paul Lynde|Foster Brooks,Hal Needham,89,Comedy|Western,Rastar Pictures,1979,0,0
